job_url,source,title,company,location,description,seniority,tags,raw_source_file,seniority_inferred
https://rejobs.org/en/renewable-energy-jobs/108702-project-supervisor-vestas,rejobs,Project Supervisor,Vestas,"Warrington, United Kingdom",Join Vestas as a Project Supervisor in Warrington or Aarhus!,NOT_SPECIFIED,EPC Management | High Voltage | Offshore Wind Energy | Turbine Operations | Wind O&M | Project Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108704-cost-analytics-partner-vestas,rejobs,Cost Analytics Partner,Vestas,"Leça do Balio, Portugal","Join Vestas as a Cost Analytics Partner in Leça do Balio, Portugal.",NOT_SPECIFIED,Energy Analytics | Analytics | Performance Management | Cost Management | Stakeholder Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109033-bess-field-technician-mwd-arevon-energy-inc,rejobs,BESS Field Technician (m/w/d),"Arevon Energy, Inc.","Poway, California, United States","Join Arevon Energy as a BESS Field Technician in Poway, California!",NOT_SPECIFIED,Battery Technology | Power Electronics | SCADA | Utility-Scale Solar | Health & Safety | Preventive Maintenance,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108834-electrical-technician-enviva,rejobs,Electrical Technician,Enviva,"Epes, Alabama, United States","Join Enviva as an Electrical Technician in Epes, Alabama!",NOT_SPECIFIED,Bioenergy | Safety Management | Maintenance | Manufacturing | Electrical Engineering,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108703-wind-turbine-technician-i-mwd-vestas,rejobs,Wind Turbine Technician I (m/w/d),Vestas,"Sedalia, Alberta, Canada","Join Vestas as a Wind Turbine Technician I in Sedalia, Alberta. Maintain wind turbines and ensure reliable energy. Enjoy a $3,300 sign-on bonus and comprehensive benefits.",NOT_SPECIFIED,Blade Maintenance | Onshore Wind Energy | Turbine Operations | Wind O&M | Safety Management | Training & Development,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109037-analyst-finance-investing-arevon-energy-inc,rejobs,"Analyst, Finance & Investing","Arevon Energy, Inc.","New York, NY, United States","Join Arevon Energy as a Finance & Investing Analyst in New York, NY!",NOT_SPECIFIED,Clean Energy Investment | Energy Asset Valuation | Energy Economics | Project Finance,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108848-venue-sales-representative-octopus-energy,rejobs,Venue Sales Representative,Octopus Energy,"Teesside, United Kingdom",Join Octopus Energy as a Venue Sales Representative in Teesside!,NOT_SPECIFIED,Community Energy | Customer Management | Energy Access | Sales and Marketing,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109041-service-technician-zenobe,rejobs,Service Technician,Zenobē,"Portsmouth, United Kingdom","Join Zenobē as a Service Technician in Portsmouth, UK, and support clean power solutions.",NOT_SPECIFIED,Battery Management Systems | Battery Technology | Fleet Management | Power Electronics,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109088-development-analyst-matrix-renewables,rejobs,Development Analyst,Matrix Renewables,"Austin, Texas, United States","Join Matrix Renewables as a Development Analyst in Austin, Texas. Support renewable energy project development and collaborate with diverse teams.",NOT_SPECIFIED,EPC Management | Environmental Management | Utility-Scale Solar | Energy Economics | Energy Policy | Project Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109039-data-scientist-power-markets-arevon-energy-inc,rejobs,"Data Scientist, Power Markets","Arevon Energy, Inc.","Scottsdale, Arizona, United States","Join Arevon Energy as a Data Scientist in Scottsdale, Arizona!",NOT_SPECIFIED,Energy Analytics | Energy Economics | Predictive Models,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108334-hr-temp-bilingual-mwd-firstlight-power,rejobs,HR Temp Bilingual (m/w/d),FirstLight Power,"Montreal, Canada","Join FirstLight Power as a Bilingual HR Temp in Montreal, Canada!",NOT_SPECIFIED,Energy Access | Energy Governance | Human Resources | Training & Development,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108317-product-designer-fuse-energy,rejobs,Product Designer,Fuse Energy,"London, United Kingdom",Join Fuse Energy as a Product Designer in London or Dubai!,NOT_SPECIFIED,Smart Energy Systems | UI/UX Design,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108355-plant-operator-hybrid-energy-mwd-crossboundary-energy,rejobs,Plant Operator - Hybrid Energy (m/w/d),CrossBoundary Energy,"Kolwezi, Democratic Republic of the Congo","Join CrossBoundary Energy as a Plant Operator in Kolwezi, DRC.",NOT_SPECIFIED,Hybrid Power Plants | Photovoltaic Systems | Solar O&M | Safety Management | SCADA | Plant Operations,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108337-field-coordinator-mwd-selco-foundation,rejobs,Field Coordinator (m/w/d),SELCO Foundation,"Aizawl, India","Join SELCO Foundation as a Field Coordinator in Aizawl, India.",NOT_SPECIFIED,Environmental Management | Data | Stakeholder Management | Community Energy | Energy Access | Rural Electrification,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108019-blade-technicians-with-abrtblade-d-certificate-fairwind,rejobs,Blade Technicians with ABRT/Blade D Certificate,FairWind,United Kingdom,Join FairWind as a Blade Technician in the UK!,NOT_SPECIFIED,Blade Maintenance | Onshore Wind Energy | Wind O&M | Wind Turbine Technician,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108015-cable-technician-fairwind,rejobs,Cable Technician,FairWind,Europe,Join FairWind as a Cable Technician across Europe!,NOT_SPECIFIED,Offshore Wind Energy | Onshore Wind Energy | Turbine Operations | Safety Management | Electrical Engineering,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108018-wind-turbine-technician-fairwind,rejobs,Wind Turbine Technician,FairWind,Ireland,Join FairWind as a Wind Turbine Technician in the UK or Ireland!,NOT_SPECIFIED,Onshore Wind Energy | Turbine Operations | Wind O&M | Wind Turbine Technician,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/107987-wind-technician-ii-enel,rejobs,Wind Technician II,Enel,"Allen, Nebraska, United States","Join Enel as a Wind Technician II in Allen, Nebraska!",NOT_SPECIFIED,Blade Maintenance | Onshore Wind Energy | Turbine Operations | Wind O&M | Safety Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108143-hr-with-disability-mwd-sonnen,rejobs,HR with Disability (m/w/d),sonnen,"Cairo, Egypt",Join sonnen in Cairo as an HR professional with disabilities. Shape inclusive workplaces and support employee experiences.,NOT_SPECIFIED,Energy Justice | Recruitment | Workforce Development | Human Resources,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108198-data-analyst-mwd-climatepartner,rejobs,Data Analyst (m/w/d),ClimatePartner,"Berlin, Germany",Join ClimatePartner as a Data Analyst in Berlin or Munich.,NOT_SPECIFIED,Energy Analytics | Analytics,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108244-project-developer-powerflex,rejobs,Project Developer,PowerFlex,"Los Angeles, United States","Join PowerFlex as a Project Developer in the US, leading solar and EV projects.",NOT_SPECIFIED,Battery Technology | Photovoltaic Systems | Energy Policy | Project Management | EV Charging Infrastructure,rejobs_evp.csv,NOT_SPECIFIED
